subject,period,grain,metric_zh,value,unit,verification_status,official_value,official_unit,verification_count,verification_method,official_source_url,verification_note
中国联通,Q4 2023,quarter,经营利润率,-0.43,percent,official_only,-0.43,percent,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/annual/2023/res.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2024,quarter,经营利润率,7.125,percent,official_only,7.125,percent,2,official_operating_income_divided_by_revenue_reconciliation,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=10009087&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2024,quarter,经营利润率,9.085,percent,official_only,9.085,percent,3,official_operating_income_divided_by_revenue_reconciliation,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=10379167&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2024,quarter,经营利润率,6.437,percent,official_only,6.437,percent,3,official_operating_income_divided_by_revenue_reconciliation,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=10537147&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2024,quarter,经营利润率,0.753,percent,official_only,0.753,percent,3,official_operating_income_divided_by_revenue_reconciliation,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=10790581&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2025,quarter,经营利润率,7.008,percent,official_only,7.008,percent,3,official_operating_income_divided_by_revenue_reconciliation,https://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-18/600050_20250418_RJH7.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2025,quarter,经营利润率,10.071,percent,official_only,10.071,percent,3,official_operating_income_divided_by_revenue_reconciliation,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=11294714&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2025,quarter,经营利润率,10.071,percent,official_only,10.071,percent,3,official_operating_income_divided_by_revenue_reconciliation,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=11294714&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2025,quarter,经营利润率,7.2,percent,official_only,7.2,percent,3,official_operating_income_divided_by_revenue_reconciliation,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=11526422&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2025,quarter,经营利润率,1.369,percent,official_only,1.369,percent,4,official_operating_income_divided_by_revenue_reconciliation,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12005771&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2026,quarter,经营利润率,5.71,percent,official_only,5.71,percent,3,official_operating_income_divided_by_revenue_reconciliation,https://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-22/600050_20260422_763Q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2016,quarter,季度财务披露状态,,millions CNY,source_gap_confirmed,,,3,official_disclosure_gap_check,https://www.chinaunicom.com.hk/en/ir/reports/ir2016.pdf,保留2016年早期季度披露缺口；不得用H1/FY平均、同比倒推或标准化在线表估算中国联通2016单季财务值。
中国联通,Q3 2016,quarter,季度财务披露状态,,millions CNY,source_gap_confirmed,,,3,official_disclosure_gap_check,https://www.chinaunicom.com.hk/en/ir/reports/ir2016.pdf,保留2016年早期季度披露缺口；不得用H1/FY平均、同比倒推或标准化在线表估算中国联通2016单季财务值。
中国联通,Q4 2016,quarter,季度财务披露状态,,millions CNY,source_gap_confirmed,,,3,official_disclosure_gap_check,https://www.chinaunicom.com.hk/en/ir/reports/ir2016.pdf,保留2016年早期季度披露缺口；不得用H1/FY平均、同比倒推或标准化在线表估算中国联通2016单季财务值。
中国联通,Q1 2017,quarter,营业收入/收益,69005,millions CNY,official_only,69005,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2018/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2017,quarter,营业收入/收益,69155,millions CNY,official_only,69155,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2017.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2017,quarter,营业收入/收益,67618,millions CNY,official_only,67618,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2018/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2017,quarter,营业收入/收益,69051,millions CNY,official_only,69051,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ar2017.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2018,quarter,营业收入/收益,74935,millions CNY,official_only,74935,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2018/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2018,quarter,营业收入/收益,74175,millions CNY,official_only,74175,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2018.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2018,quarter,营业收入/收益,70602,millions CNY,official_only,70602,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2018/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2018,quarter,营业收入/收益,71168,millions CNY,official_only,71168,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ar2018.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2019,quarter,营业收入/收益,73147,millions CNY,official_only,73147,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2019/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2019,quarter,营业收入/收益,71807,millions CNY,official_only,71807,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2019/ir2019_02.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2019,quarter,营业收入/收益,72166,millions CNY,official_only,72166,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2019/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2019,quarter,营业收入/收益,73395,millions CNY,official_only,73395,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ar2019.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2020,quarter,营业收入/收益,73824,millions CNY,official_only,73824,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2020/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2020,quarter,营业收入/收益,76573,millions CNY,official_only,76573,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/media/press/p200812.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2020,quarter,营业收入/收益,74958,millions CNY,official_only,74958,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2020/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2020,quarter,营业收入/收益,78483,millions CNY,official_only,78483,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/annual/2020/res.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2021,quarter,营业收入/收益,82272,millions CNY,official_only,82272,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2021/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2021,quarter,营业收入/收益,81902,millions CNY,official_only,81902,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2021,quarter,营业收入/收益,80315,millions CNY,official_only,80315,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2021/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2021,quarter,营业收入/收益,83365,millions CNY,official_only,83365,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ar2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2022,quarter,营业收入/收益,89022,millions CNY,official_only,89022,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2022/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2022,quarter,营业收入/收益,87239,millions CNY,official_only,87239,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2022.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2022,quarter,营业收入/收益,87717,millions CNY,official_only,87717,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2022/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2022,quarter,营业收入/收益,90966,millions CNY,official_only,90966,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ar2022.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2023,quarter,营业收入/收益,97222,millions CNY,official_only,97222,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2023.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2023,quarter,营业收入/收益,94611,millions CNY,official_only,94611,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2023.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2023,quarter,营业收入/收益,89860,millions CNY,official_only,89860,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2023/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2023,quarter,营业收入/收益,90907,millions CNY,official_only,90907,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/annual/2023/res.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2024,quarter,营业收入/收益,99496,millions CNY,official_only,99496,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2024.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2024,quarter,营业收入/收益,97844,millions CNY,official_only,97844,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2024.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2024,quarter,营业收入/收益,92780,millions CNY,official_only,92780,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/1022/2024102200803.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2024,quarter,营业收入/收益,99469,millions CNY,official_only,99469,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/annual/2024/res.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2025,quarter,营业收入/收益,103353.772,millions CNY,official_only,103353.772,millions CNY,3,official_source_row_check,https://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-18/600050_20250418_RJH7.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2025,quarter,营业收入/收益,96846.228,millions CNY,official_only,96846.228,millions CNY,2,official_h1_minus_q1_reconciliation_mixed_600050_0762,https://www.chinaunicom.com.hk/en/ir/reports/ir2025.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2025,quarter,营业收入/收益,96848.659,millions CNY,official_only,96848.659,millions CNY,3,official_h1_minus_q1_revenue_reconciliation,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=11294714&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2025,quarter,营业收入/收益,92782.74,millions CNY,official_only,92782.74,millions CNY,3,official_quarter_report_row_and_9m_minus_h1_reconciliation,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=11526422&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2025,quarter,营业收入/收益,99237.71,millions CNY,official_only,99237.71,millions CNY,4,official_full_year_minus_9m_revenue_reconciliation,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12005771&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,H1 2025,half_year,营业收入/收益,200200,millions CNY,official_only,200200,millions CNY,4,official_interim_report_cumulative_check,https://www.chinaunicom.com.hk/en/ir/reports/ir2025.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,H2 2025,half_year,营业收入/收益,192023,millions CNY,official_only,192023,millions CNY,3,official_full_year_minus_h1_reconciliation,https://www.chinaunicom.com.hk/en/media/press/p260319.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2026,quarter,营业收入/收益,102824.251,millions CNY,official_only,102824.251,millions CNY,3,official_source_row_check,https://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-22/600050_20260422_763Q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2021,quarter,收入同比增长,6.959,percent,official_only,6.959,percent,3,official_h1_minus_q1_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2021,quarter,收入同比增长,7.147,percent,official_only,7.147,percent,3,official_9m_minus_h1_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2021/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2021,quarter,收入同比增长,6.221,percent,official_only,6.221,percent,3,official_fy_minus_9m_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ar2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2022,quarter,收入同比增长,8.2,percent,official_only,8.2,percent,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2022/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2022,quarter,收入同比增长,6.52,percent,official_only,6.52,percent,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2022.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2022,quarter,收入同比增长,9.22,percent,official_only,9.22,percent,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2022/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2022,quarter,收入同比增长,9.12,percent,official_only,9.12,percent,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ar2022.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2023,quarter,收入同比增长,9.21,percent,official_only,9.21,percent,2,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2023.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2023,quarter,收入同比增长,8.45,percent,official_only,8.45,percent,2,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2023.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2023,quarter,收入同比增长,2.44,percent,official_only,2.44,percent,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2023/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2023,quarter,收入同比增长,0.77,percent,official_only,0.77,percent,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/annual/2023/res.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2024,quarter,收入同比增长,2.34,percent,official_only,2.34,percent,2,official_current_prior_period_recalculation,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=10009087&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2024,quarter,收入同比增长,3.418,percent,official_only,3.418,percent,3,official_h1_minus_q1_prior_quarter_reconciliation,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=10379167&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2024,quarter,收入同比增长,3.252,percent,official_only,3.252,percent,3,official_9m_minus_h1_prior_quarter_reconciliation,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=10537147&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2024,quarter,收入同比增长,9.419,percent,official_only,9.419,percent,3,official_full_year_minus_9m_prior_year_reconciliation,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=10790581&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2025,quarter,收入同比增长,3.9,percent,official_only,3.9,percent,3,official_source_row_check,https://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2025-04-18/600050_20250418_RJH7.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2025,quarter,收入同比增长,-1.017,percent,official_only,-1.017,percent,3,official_h1_minus_q1_prior_quarter_reconciliation,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=11294714&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2025,quarter,收入同比增长,0.001,percent,official_only,0.001,percent,3,official_quarter_report_yoy_and_prior_quarter_recalculation,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=11526422&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2025,quarter,收入同比增长,-0.23,percent,official_only,-0.23,percent,4,official_full_year_minus_9m_prior_year_reconciliation,https://money.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=12005771&stockid=600050,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2026,quarter,收入同比增长,-0.5,percent,official_only,-0.5,percent,3,official_source_row_check,https://static.sse.com.cn/disclosure/listedinfo/announcement/c/new/2026-04-22/600050_20260422_763Q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2017,quarter,服务收入,61426,millions CNY,official_only,61426,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2018/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2017,quarter,服务收入,62684,millions CNY,official_only,62684,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2017.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2017,quarter,服务收入,63770,millions CNY,official_only,63770,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2018/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2017,quarter,服务收入,61135,millions CNY,official_only,61135,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ar2017.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2018,quarter,服务收入,66609,millions CNY,official_only,66609,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2018/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2018,quarter,服务收入,67811,millions CNY,official_only,67811,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2018.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2018,quarter,服务收入,65593,millions CNY,official_only,65593,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2018/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2018,quarter,服务收入,63667,millions CNY,official_only,63667,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ar2018.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2019,quarter,服务收入,66802,millions CNY,official_only,66802,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2019/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2019,quarter,服务收入,66155,millions CNY,official_only,66155,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2019/ir2019_02.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2019,quarter,服务收入,65575,millions CNY,official_only,65575,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2019/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2019,quarter,服务收入,65854,millions CNY,official_only,65854,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ar2019.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q1 2020,quarter,服务收入,68307,millions CNY,official_only,68307,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2020/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2020,quarter,服务收入,70028,millions CNY,official_only,70028,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinaunicom.com.hk/en/media/press/p200812.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q3 2020,quarter,服务收入,69014,millions CNY,official_only,69014,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2020/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q4 2020,quarter,服务收入,68465,millions CNY,official_only,68465,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/annual/2020/res.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,H1 2025,half_year,服务收入,178360,millions CNY,official_only,178360,millions CNY,4,official_interim_report_cumulative_check,https://www.chinaunicom.com.hk/en/ir/reports/ir2025.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,H2 2025,half_year,服务收入,169378,millions CNY,official_only,169378,millions CNY,3,official_full_year_minus_h1_reconciliation,https://www.chinaunicom.com.hk/en/media/press/p260319.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国联通,Q2 2021,quarter,总资产,"571,267",millions CNY,official_match,571267,millions CNY,3,official_h1_minus_q1_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ir2021.pdf,标准化表与官方值一致，差异 0.000。
中国联通,Q3 2021,quarter,总资产,-,millions CNY,official_conflict,589264,millions CNY,3,official_9m_minus_h1_reconciliation,https://doc.irasia.com/listco/hk/chinaunicom/interim/2021/int3q.pdf,标准化表数值为空或无法解析，采用官方值。
中国联通,Q4 2021,quarter,总资产,"591,076",millions CNY,official_match,591076,millions CNY,3,official_fy_minus_9m_reconciliation,https://www.chinaunicom.com.hk/en/ir/reports/ar2021.pdf,标准化表与官方值一致，差异 0.000。
中国联通,Q1 2022,quarter,总资产,-,millions CNY,official_conflict,587206,millions CNY,2,official_quarterly_statement_check,https://doc.irasia.com/listco/hk/chinaunicom/interim/2022/int1q.pdf,标准化表数值为空或无法解析，采用官方值。
中国联通,Q2 2022,quarter,总资产,"603,617",millions CNY,official_match,603617,millions CNY,3,official_h1_statement_check,https://www.chinaunicom.com.hk/en/ir/reports/ir2022.pdf,标准化表与官方值一致，差异 0.000。
中国联通,Q3 2022,quarter,总资产,-,millions CNY,official_conflict,614850,millions CNY,3,official_9m_statement_check,https://doc.irasia.com/listco/hk/chinaunicom/interim/2022/int3q.pdf,标准化表数值为空或无法解析，采用官方值。
中国联通,Q4 2022,quarter,总资产,"642,663",millions CNY,official_match,642663,millions CNY,3,official_fy_statement_check,https://www.chinaunicom.com.hk/en/ir/reports/ar2022.pdf,标准化表与官方值一致，差异 0.000。
